order_date,ship_date,ship_mode,segment,country,city,state,region,category,sub_category,sales,quantity,discount,profit
2017-08-17,2017-08-19,First Class,Corporate,United States,Watertown,New York,East,Furniture,Chairs,462.564,2,0.1,97.6524
2017-08-18,2017-08-23,Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,88.02,3,0.0,27.2862
2017-08-18,2017-08-25,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Furnishings,65.94,3,0.0,22.4196
2017-08-18,2017-08-23,Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,9.94,2,0.0,3.0814
2017-08-18,2017-08-23,Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,40.48,2,0.0,15.7872
2017-08-21,2017-08-25,Standard Class,Consumer,United States,Louisville,Colorado,West,Furniture,Furnishings,22.752,3,0.2,7.11
2017-08-21,2017-08-23,Second Class,Consumer,United States,Jackson,Mississippi,South,Furniture,Chairs,866.4,4,0.0,225.264
2017-08-21,2017-08-25,Second Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,388.704,6,0.2,38.8704
2017-08-21,2017-08-27,Standard Class,Home Office,United States,Columbia,Maryland,East,Furniture,Furnishings,91.92,4,0.0,31.2528
2017-08-21,2017-08-22,First Class,Consumer,United States,Oakland,California,West,Furniture,Furnishings,129.92,4,0.0,10.3936
2017-08-21,2017-08-27,Standard Class,Home Office,United States,Columbia,Maryland,East,Furniture,Furnishings,25.16,2,0.0,8.5544
2017-08-21,2017-08-22,First Class,Consumer,United States,Oakland,California,West,Furniture,Tables,568.728,3,0.2,28.4364
2017-08-22,2017-08-23,First Class,Consumer,United States,San Francisco,California,West,Furniture,Tables,210.008,1,0.2,2.6251
2017-08-22,2017-08-24,First Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,314.532,2,0.4,-83.8752
2017-08-23,2017-08-26,Second Class,Consumer,United States,Tallahassee,Florida,South,Furniture,Furnishings,2.784,2,0.2,0.4176
2017-08-25,2017-08-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,130.98,2,0.5,-89.0664
2017-08-26,2017-09-01,Standard Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,64.96,5,0.6,-43.848
2017-08-27,2017-08-29,Second Class,Corporate,United States,Inglewood,California,West,Furniture,Furnishings,198.46,2,0.0,99.23
2017-08-27,2017-08-29,Second Class,Corporate,United States,Inglewood,California,West,Furniture,Chairs,230.28,3,0.2,23.028
2017-08-27,2017-09-01,Standard Class,Corporate,United States,Franklin,Massachusetts,East,Furniture,Tables,1488.424,7,0.3,-297.6848
2017-08-27,2017-08-31,Standard Class,Consumer,United States,Mesa,Arizona,West,Furniture,Furnishings,120.576,8,0.2,33.1584
2017-08-28,2017-09-03,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Tables,1137.75,5,0.0,250.305
2017-08-29,2017-09-04,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,148.02,3,0.0,41.4456
2017-08-31,2017-09-02,Second Class,Corporate,United States,Spokane,Washington,West,Furniture,Chairs,569.568,2,0.2,7.1196
2017-09-01,2017-09-05,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,114.9,5,0.0,39.066
2017-09-01,2017-09-01,Same Day,Consumer,United States,Detroit,Michigan,Central,Furniture,Chairs,498.26,7,0.0,134.5302
2017-09-01,2017-09-01,Same Day,Corporate,United States,Seattle,Washington,West,Furniture,Tables,283.56,4,0.0,45.3696
2017-09-02,2017-09-08,Standard Class,Corporate,United States,Cleveland,Ohio,East,Furniture,Furnishings,15.072,3,0.2,4.1448
2017-09-02,2017-09-06,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,11.54,2,0.0,3.462
2017-09-02,2017-09-06,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Tables,236.528,2,0.2,-2.9566
2017-09-02,2017-09-04,Second Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,511.5,5,0.0,132.99
2017-09-02,2017-09-06,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Tables,254.526,1,0.4,-93.3262
2017-09-02,2017-09-06,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Chairs,1282.41,5,0.1,213.735
2017-09-02,2017-09-02,Same Day,Home Office,United States,Seattle,Washington,West,Furniture,Chairs,215.976,3,0.2,-2.6997
2017-09-03,2017-09-06,Second Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,90.801,1,0.1,14.1246
2017-09-03,2017-09-07,Second Class,Consumer,United States,Concord,California,West,Furniture,Bookcases,239.666,2,0.15,14.098
2017-09-03,2017-09-08,Standard Class,Consumer,United States,Dallas,Texas,Central,Furniture,Furnishings,108.4,5,0.6,-105.69
2017-09-03,2017-09-06,Second Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,181.764,2,0.1,-8.0784
2017-09-04,2017-09-08,Standard Class,Consumer,United States,Boynton Beach,Florida,South,Furniture,Chairs,97.184,2,0.2,6.074
2017-09-04,2017-09-06,Second Class,Consumer,United States,San Francisco,California,West,Furniture,Tables,1478.272,8,0.2,92.392
2017-09-04,2017-09-08,Second Class,Corporate,United States,Los Angeles,California,West,Furniture,Tables,1322.352,3,0.2,-99.1764
2017-09-04,2017-09-06,First Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Bookcases,825.174,9,0.3,-117.882
2017-09-07,2017-09-11,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,19.76,4,0.0,8.2992
2017-09-07,2017-09-08,First Class,Consumer,United States,Draper,Utah,West,Furniture,Furnishings,25.16,2,0.0,10.5672
2017-09-07,2017-09-11,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,47.94,3,0.0,2.397
2017-09-07,2017-09-07,Same Day,Consumer,United States,Saint Charles,Missouri,Central,Furniture,Furnishings,135.3,5,0.0,37.884
2017-09-07,2017-09-12,Standard Class,Consumer,United States,Modesto,California,West,Furniture,Chairs,161.568,2,0.2,-28.2744
2017-09-07,2017-09-10,First Class,Consumer,United States,Edmonds,Washington,West,Furniture,Furnishings,80.96,4,0.0,34.8128
2017-09-08,2017-09-13,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,765.625,7,0.5,-566.5625
2017-09-08,2017-09-11,First Class,Corporate,United States,Arlington,Texas,Central,Furniture,Furnishings,21.184,2,0.6,-11.6512
2017-09-08,2017-09-11,First Class,Corporate,United States,Arlington,Texas,Central,Furniture,Chairs,213.43,5,0.3,-39.637
2017-09-09,2017-09-13,Standard Class,Consumer,United States,Cleveland,Ohio,East,Furniture,Furnishings,66.112,2,0.2,-9.0904
2017-09-09,2017-09-14,Second Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,243.92,5,0.2,-15.245
2017-09-09,2017-09-14,Standard Class,Consumer,United States,Columbia,Tennessee,South,Furniture,Furnishings,14.136,3,0.2,4.2408
2017-09-09,2017-09-13,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,17.024,2,0.2,1.7024
2017-09-09,2017-09-13,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,141.372,2,0.3,-48.4704
2017-09-10,2017-09-10,Same Day,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,362.352,3,0.2,27.1764
2017-09-11,2017-09-11,Same Day,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,32.36,4,0.0,11.6496
2017-09-11,2017-09-11,Same Day,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,177.568,2,0.2,8.8784
2017-09-11,2017-09-16,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Tables,512.19,5,0.3,-65.853
2017-09-11,2017-09-12,Same Day,Home Office,United States,Long Beach,California,West,Furniture,Chairs,2054.272,8,0.2,256.784
2017-09-11,2017-09-12,First Class,Consumer,United States,Jacksonville,Florida,South,Furniture,Furnishings,34.504,1,0.2,6.0382
2017-09-12,2017-09-15,First Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,8.36,2,0.0,3.0096
2017-09-14,2017-09-15,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,127.936,8,0.2,4.7976
2017-09-14,2017-09-15,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,113.372,2,0.3,-29.1528
2017-09-14,2017-09-16,First Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,589.41,5,0.1,-6.549
2017-09-15,2017-09-17,Second Class,Home Office,United States,San Francisco,California,West,Furniture,Tables,300.904,1,0.2,11.2839
2017-09-15,2017-09-19,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Chairs,218.352,3,0.2,0.0
2017-09-15,2017-09-17,Second Class,Consumer,United States,Everett,Massachusetts,East,Furniture,Bookcases,782.94,3,0.0,203.5644
2017-09-15,2017-09-21,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,184.752,3,0.2,-20.7846
2017-09-15,2017-09-19,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Furniture,Chairs,512.96,4,0.0,143.6288
2017-09-15,2017-09-19,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,529.9,5,0.0,105.98
2017-09-15,2017-09-19,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Furniture,Furnishings,47.4,5,0.0,18.96
2017-09-15,2017-09-19,Standard Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,35.56,7,0.0,12.0904
2017-09-16,2017-09-18,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,22.512,3,0.2,2.2512
2017-09-17,2017-09-22,Second Class,Home Office,United States,Roswell,Georgia,South,Furniture,Chairs,723.92,4,0.0,188.2192
2017-09-17,2017-09-22,Second Class,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,318.43,5,0.3,-77.333
2017-09-17,2017-09-21,Second Class,Corporate,United States,Provo,Utah,West,Furniture,Bookcases,1292.94,3,0.0,77.5764
2017-09-18,2017-09-22,Standard Class,Corporate,United States,Columbus,Georgia,South,Furniture,Furnishings,20.32,4,0.0,6.9088
2017-09-18,2017-09-25,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,9.82,2,0.0,3.2406
2017-09-19,2017-09-25,Standard Class,Corporate,United States,Springfield,Oregon,West,Furniture,Bookcases,72.588,2,0.7,-128.2388
2017-09-19,2017-09-25,Standard Class,Corporate,United States,Springfield,Oregon,West,Furniture,Furnishings,409.216,8,0.2,61.3824
2017-09-20,2017-09-26,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,272.646,3,0.1,18.1764
2017-09-20,2017-09-26,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,80.991,1,0.1,8.0991
2017-09-20,2017-09-26,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,2254.41,5,0.1,375.735
2017-09-20,2017-09-26,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,2888.127,11,0.1,609.7157
2017-09-22,2017-09-24,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,12.07,1,0.0,3.9831
2017-09-22,2017-09-24,Second Class,Home Office,United States,Lansing,Michigan,Central,Furniture,Bookcases,241.96,2,0.0,41.1332
2017-09-23,2017-09-29,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,594.816,2,0.2,59.4816
2017-09-23,2017-09-29,Standard Class,Consumer,United States,Fort Collins,Colorado,West,Furniture,Bookcases,180.588,2,0.7,-240.784
2017-09-23,2017-09-27,Standard Class,Corporate,United States,Louisville,Colorado,West,Furniture,Furnishings,29.328,3,0.2,3.666
2017-09-24,2017-09-24,Same Day,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,199.8,10,0.0,71.928
2017-09-24,2017-09-26,First Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Chairs,520.464,2,0.3,-14.8704
2017-09-24,2017-09-28,Standard Class,Corporate,United States,Saint Cloud,Minnesota,Central,Furniture,Chairs,603.92,4,0.0,181.176
2017-09-24,2017-09-29,Standard Class,Consumer,United States,Newark,Ohio,East,Furniture,Furnishings,103.056,3,0.2,24.4758
2017-09-25,2017-10-01,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,47.12,8,0.0,20.7328
2017-09-25,2017-10-01,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,488.646,3,0.1,86.8704
2017-09-25,2017-09-29,Standard Class,Consumer,United States,Rochester,Minnesota,Central,Furniture,Chairs,269.97,3,0.0,51.2943
2017-09-26,2017-09-26,Same Day,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,9.24,3,0.0,2.9568
2017-09-26,2017-09-30,Standard Class,Home Office,United States,Miramar,Florida,South,Furniture,Chairs,419.136,4,0.2,-57.6312
2017-09-28,2017-10-04,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,9.24,3,0.0,4.4352
2017-09-28,2017-10-01,First Class,Home Office,United States,Aurora,Colorado,West,Furniture,Furnishings,32.776,1,0.2,3.2776
2017-09-29,2017-09-29,Same Day,Home Office,United States,Mentor,Ohio,East,Furniture,Chairs,63.686,1,0.3,-15.4666
2017-09-29,2017-09-29,Same Day,Home Office,United States,Mentor,Ohio,East,Furniture,Tables,344.22,2,0.4,-189.321
2017-09-29,2017-09-29,Same Day,Home Office,United States,Mentor,Ohio,East,Furniture,Furnishings,21.248,4,0.2,7.4368
2017-09-29,2017-10-02,First Class,Consumer,United States,Bakersfield,California,West,Furniture,Furnishings,51.75,1,0.0,15.525
2017-09-29,2017-10-02,First Class,Consumer,United States,Bakersfield,California,West,Furniture,Chairs,72.784,1,0.2,0.0
2017-10-01,2017-10-02,First Class,Consumer,United States,San Jose,California,West,Furniture,Chairs,108.608,4,0.2,9.5032
2017-10-01,2017-10-08,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,451.152,3,0.2,0.0
2017-10-02,2017-10-05,First Class,Home Office,United States,Knoxville,Tennessee,South,Furniture,Furnishings,11.808,2,0.2,1.3284
2017-10-02,2017-10-06,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,17.46,2,0.0,5.9364
2017-10-02,2017-10-08,Standard Class,Consumer,United States,Springfield,Oregon,West,Furniture,Bookcases,217.764,6,0.7,-384.7164
2017-10-02,2017-10-05,First Class,Home Office,United States,Knoxville,Tennessee,South,Furniture,Furnishings,9.656,1,0.2,1.5691
2017-10-02,2017-10-06,Second Class,Corporate,United States,Montgomery,Alabama,South,Furniture,Furnishings,10.16,2,0.0,3.4544
2017-10-02,2017-10-05,First Class,Home Office,United States,Knoxville,Tennessee,South,Furniture,Tables,2314.116,7,0.4,-1002.7836
2017-10-02,2017-10-06,Standard Class,Consumer,United States,Trenton,Michigan,Central,Furniture,Furnishings,157.74,11,0.0,56.7864
2017-10-02,2017-10-05,First Class,Home Office,United States,Knoxville,Tennessee,South,Furniture,Furnishings,19.76,2,0.2,5.928
2017-10-03,2017-10-05,Second Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,83.92,4,0.0,21.8192
2017-10-03,2017-10-08,Standard Class,Corporate,United States,Pasadena,California,West,Furniture,Tables,171.288,3,0.2,-6.4233
2017-10-04,2017-10-08,Standard Class,Home Office,United States,Clinton,Maryland,East,Furniture,Furnishings,19.98,1,0.0,8.5914
2017-10-05,2017-10-10,Standard Class,Corporate,United States,Chico,California,West,Furniture,Furnishings,72.9,5,0.0,26.973
2017-10-05,2017-10-10,Standard Class,Corporate,United States,Chico,California,West,Furniture,Tables,206.352,3,0.2,5.1588
2017-10-05,2017-10-10,Standard Class,Corporate,United States,Chico,California,West,Furniture,Chairs,435.168,4,0.2,-59.8356
2017-10-05,2017-10-09,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Chairs,221.382,2,0.1,2.4598
2017-10-06,2017-10-11,Standard Class,Home Office,United States,Meridian,Idaho,West,Furniture,Furnishings,41.96,2,0.0,2.9372
2017-10-07,2017-10-13,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Bookcases,307.666,2,0.15,-14.4784
2017-10-07,2017-10-11,Standard Class,Home Office,United States,Charlotte,North Carolina,South,Furniture,Tables,154.764,3,0.4,-36.1116
2017-10-08,2017-10-14,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,145.764,2,0.1,3.2392
2017-10-09,2017-10-11,Second Class,Consumer,United States,League City,Texas,Central,Furniture,Chairs,254.058,3,0.3,-32.6646
2017-10-09,2017-10-14,Standard Class,Corporate,United States,Aurora,Illinois,Central,Furniture,Tables,66.645,3,0.5,-42.6528
2017-10-09,2017-10-14,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,314.352,3,0.2,-15.7176
2017-10-09,2017-10-11,First Class,Corporate,United States,Lakewood,Ohio,East,Furniture,Furnishings,45.888,4,0.2,9.1776
2017-10-09,2017-10-14,Standard Class,Corporate,United States,Aurora,Illinois,Central,Furniture,Tables,652.45,5,0.5,-430.617
2017-10-10,2017-10-16,Standard Class,Consumer,United States,Aurora,Illinois,Central,Furniture,Chairs,239.358,3,0.3,-47.8716
2017-10-12,2017-10-16,Standard Class,Home Office,United States,Rockford,Illinois,Central,Furniture,Chairs,254.604,14,0.3,-18.186
2017-10-12,2017-10-12,Same Day,Consumer,United States,Wheeling,West Virginia,East,Furniture,Tables,673.344,3,0.3,-76.9536
2017-10-12,2017-10-16,Standard Class,Consumer,United States,Lakewood,New Jersey,East,Furniture,Furnishings,40.48,2,0.0,17.4064
2017-10-12,2017-10-16,Standard Class,Consumer,United States,Lakewood,New Jersey,East,Furniture,Bookcases,2154.9,5,0.0,129.294
2017-10-13,2017-10-16,First Class,Consumer,United States,Freeport,Illinois,Central,Furniture,Furnishings,10.476,3,0.6,-6.8094
2017-10-13,2017-10-14,First Class,Consumer,United States,Lafayette,Louisiana,South,Furniture,Tables,1504.52,4,0.0,346.0396
2017-10-14,2017-10-17,First Class,Consumer,United States,Oakland,California,West,Furniture,Furnishings,9.46,2,0.0,3.6894
2017-10-15,2017-10-17,First Class,Corporate,United States,Los Angeles,California,West,Furniture,Tables,510.24,3,0.2,6.378
2017-10-15,2017-10-20,Standard Class,Corporate,United States,Thousand Oaks,California,West,Furniture,Furnishings,22.72,1,0.0,9.3152
2017-10-16,2017-10-18,First Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,547.3,13,0.0,175.136
2017-10-16,2017-10-21,Standard Class,Corporate,United States,Columbia,Tennessee,South,Furniture,Tables,1875.258,7,0.4,-968.8833
2017-10-19,2017-10-24,Second Class,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,30.56,2,0.0,10.3904
2017-10-19,2017-10-24,Second Class,Corporate,United States,San Francisco,California,West,Furniture,Tables,24.368,2,0.2,-3.3506
2017-10-19,2017-10-23,Standard Class,Corporate,United States,Lawrence,Massachusetts,East,Furniture,Furnishings,56.56,4,0.0,14.7056
2017-10-19,2017-10-24,Standard Class,Consumer,United States,Waco,Texas,Central,Furniture,Bookcases,328.3992,3,0.32,-91.7586
2017-10-19,2017-10-23,Standard Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,91.275,1,0.5,-67.5435
2017-10-20,2017-10-20,Same Day,Consumer,United States,Jacksonville,Florida,South,Furniture,Furnishings,43.936,4,0.2,6.0412
2017-10-20,2017-10-24,Standard Class,Corporate,United States,Akron,Ohio,East,Furniture,Tables,284.364,2,0.4,-75.8304
2017-10-21,2017-10-21,Same Day,Home Office,United States,Muskogee,Oklahoma,Central,Furniture,Tables,262.11,1,0.0,62.9064
2017-10-21,2017-10-26,Standard Class,Home Office,United States,Lakeland,Florida,South,Furniture,Chairs,683.952,3,0.2,42.747
2017-10-21,2017-10-26,Standard Class,Home Office,United States,Lakeland,Florida,South,Furniture,Furnishings,45.696,3,0.2,5.1408
2017-10-21,2017-10-22,First Class,Corporate,United States,Springfield,Oregon,West,Furniture,Chairs,478.48,2,0.2,47.848
2017-10-22,2017-10-24,Second Class,Consumer,United States,Fort Collins,Colorado,West,Furniture,Chairs,579.136,4,0.2,-28.9568
2017-10-22,2017-10-22,Same Day,Consumer,United States,Lawton,Oklahoma,Central,Furniture,Tables,248.98,2,0.0,54.7756
2017-10-22,2017-10-27,Standard Class,Corporate,United States,Redmond,Oregon,West,Furniture,Tables,177.225,5,0.5,-120.513
2017-10-23,2017-10-24,First Class,Corporate,United States,Cranston,Rhode Island,East,Furniture,Tables,637.896,3,0.3,-127.5792
2017-10-23,2017-10-24,First Class,Corporate,United States,Cranston,Rhode Island,East,Furniture,Furnishings,210.68,2,0.0,50.5632
2017-10-23,2017-10-29,Standard Class,Corporate,United States,Rochester,New York,East,Furniture,Furnishings,69.08,11,0.0,29.0136
2017-10-23,2017-10-24,First Class,Corporate,United States,Cranston,Rhode Island,East,Furniture,Furnishings,35.0,4,0.0,14.7
2017-10-23,2017-10-24,First Class,Corporate,United States,Cranston,Rhode Island,East,Furniture,Tables,240.744,4,0.3,-13.7568
2017-10-24,2017-10-26,First Class,Consumer,United States,Mansfield,Texas,Central,Furniture,Tables,517.405,5,0.3,-81.3065
2017-10-26,2017-11-01,Standard Class,Consumer,United States,Virginia Beach,Virginia,South,Furniture,Tables,356.85,5,0.0,60.6645
2017-10-27,2017-10-29,First Class,Corporate,United States,Los Angeles,California,West,Furniture,Tables,189.576,1,0.2,9.4788
2017-10-27,2017-10-28,First Class,Corporate,United States,San Francisco,California,West,Furniture,Bookcases,556.665,5,0.15,6.549
2017-10-28,2017-10-30,Second Class,Consumer,United States,Fayetteville,North Carolina,South,Furniture,Furnishings,77.952,3,0.2,15.5904
2017-10-30,2017-11-02,First Class,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,199.98,2,0.0,37.9962
2017-10-30,2017-11-02,First Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,614.272,8,0.2,-23.0352
2017-10-30,2017-11-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,7.168,2,0.2,0.9856
2017-10-30,2017-11-05,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Chairs,71.992,1,0.2,-0.8999
2017-10-30,2017-10-30,Same Day,Consumer,United States,Dallas,Texas,Central,Furniture,Furnishings,16.192,2,0.6,-8.5008
2017-10-30,2017-11-03,Standard Class,Corporate,United States,Vancouver,Washington,West,Furniture,Furnishings,9.64,2,0.0,3.6632
2017-10-30,2017-10-30,Same Day,Consumer,United States,Dallas,Texas,Central,Furniture,Tables,251.006,2,0.3,-68.1302
2017-10-30,2017-11-01,First Class,Home Office,United States,Richmond,Kentucky,South,Furniture,Chairs,33.94,1,0.0,9.1638
2017-10-30,2017-11-02,First Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,97.568,2,0.2,-6.098
2017-11-01,2017-11-03,Second Class,Consumer,United States,Bellingham,Washington,West,Furniture,Tables,2665.62,9,0.0,239.9058
2017-11-02,2017-11-05,Second Class,Corporate,United States,Henderson,Kentucky,South,Furniture,Chairs,975.92,4,0.0,292.776
2017-11-02,2017-11-07,Second Class,Home Office,United States,Springfield,Ohio,East,Furniture,Chairs,155.372,2,0.3,-35.5136
2017-11-02,2017-11-06,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,3.312,1,0.2,0.6624
2017-11-02,2017-11-04,Second Class,Home Office,United States,Danville,California,West,Furniture,Furnishings,25.02,3,0.0,10.5084
2017-11-03,2017-11-05,First Class,Home Office,United States,San Diego,California,West,Furniture,Tables,1673.184,12,0.2,20.9148
2017-11-03,2017-11-07,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,307.136,4,0.2,26.8744
2017-11-03,2017-11-09,Standard Class,Consumer,United States,Bakersfield,California,West,Furniture,Tables,486.368,4,0.2,36.4776
2017-11-03,2017-11-08,Standard Class,Consumer,United States,Las Cruces,New Mexico,West,Furniture,Furnishings,41.37,3,0.0,17.3754
2017-11-03,2017-11-05,Second Class,Corporate,United States,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.992,1,0.2,0.9995
2017-11-04,2017-11-05,First Class,Corporate,United States,Greensboro,North Carolina,South,Furniture,Tables,523.764,3,0.4,-192.0468
2017-11-05,2017-11-10,Second Class,Consumer,United States,New York City,New York,East,Furniture,Tables,166.5,2,0.4,-66.6
2017-11-05,2017-11-10,Second Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,128.124,2,0.1,24.2012
2017-11-05,2017-11-10,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,101.4,5,0.0,38.532
2017-11-06,2017-11-11,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,8.73,1,0.0,2.9682
2017-11-06,2017-11-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,127.372,2,0.3,-30.9332
2017-11-06,2017-11-13,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Tables,2036.86,7,0.0,366.6348
2017-11-06,2017-11-09,Second Class,Consumer,United States,Dallas,Texas,Central,Furniture,Furnishings,30.56,5,0.6,-19.864
2017-11-06,2017-11-13,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Chairs,449.568,2,0.2,-73.0548
2017-11-06,2017-11-09,Second Class,Consumer,United States,Fayetteville,North Carolina,South,Furniture,Furnishings,28.272,2,0.2,6.3612
2017-11-07,2017-11-09,Second Class,Corporate,United States,Clinton,Maryland,East,Furniture,Chairs,272.97,3,0.0,43.6752
2017-11-07,2017-11-13,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,350.352,4,0.4,-140.1408
2017-11-08,2017-11-13,Standard Class,Corporate,United States,Baltimore,Maryland,East,Furniture,Furnishings,274.2,10,0.0,112.422
2017-11-09,2017-11-11,Second Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,96.53,7,0.0,40.5426
2017-11-09,2017-11-13,Standard Class,Corporate,United States,San Diego,California,West,Furniture,Chairs,523.392,3,0.2,52.3392
2017-11-09,2017-11-14,Standard Class,Consumer,United States,Oceanside,California,West,Furniture,Furnishings,47.12,8,0.0,20.7328
2017-11-09,2017-11-11,First Class,Corporate,United States,Sunnyvale,California,West,Furniture,Chairs,215.976,3,0.2,-2.6997
2017-11-10,2017-11-11,First Class,Corporate,United States,Tucson,Arizona,West,Furniture,Chairs,899.136,4,0.2,-146.1096
2017-11-10,2017-11-15,Second Class,Corporate,United States,Round Rock,Texas,Central,Furniture,Furnishings,341.96,5,0.6,-427.45
2017-11-10,2017-11-17,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,241.424,2,0.2,-36.2136
2017-11-11,2017-11-15,Second Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,34.92,4,0.0,11.8728
2017-11-11,2017-11-14,First Class,Consumer,United States,Knoxville,Tennessee,South,Furniture,Furnishings,88.92,5,0.2,14.4495
2017-11-12,2017-11-18,Standard Class,Home Office,United States,Dallas,Texas,Central,Furniture,Furnishings,22.848,3,0.6,-17.7072
2017-11-12,2017-11-12,Same Day,Home Office,United States,Glendale,Arizona,West,Furniture,Furnishings,113.568,2,0.2,-5.6784
2017-11-12,2017-11-12,Same Day,Home Office,United States,Glendale,Arizona,West,Furniture,Chairs,113.888,2,0.2,9.9652
2017-11-13,2017-11-16,Second Class,Corporate,United States,Buffalo,New York,East,Furniture,Furnishings,154.95,3,0.0,30.99
2017-11-13,2017-11-18,Standard Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,2404.704,6,0.2,150.294
2017-11-13,2017-11-19,Standard Class,Corporate,United States,Dallas,Texas,Central,Furniture,Bookcases,205.9992,3,0.32,-27.2646
